2021-04-05 15:32:00:1415 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功
2021-04-05 15:32:06:2092 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0CiFUHTHdwPDZTqEW6czSfIYYYOy2f-TrXnJzl61rQ4', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:06:2102 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目名称为空_创建项目失败
2021-04-05 15:32:06:3738 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0CiFUHTHdwPDZTqEW6czSfIYYYOy2f-TrXnJzl61rQ4'}, 'json': {'name': '', 'leader': 'DvzqSdkkjezkzInfIvTpeLZfBCPDjVoEBqOQXUTqZLOIqjmNYd', 'tester': 'lbRSpCHoVFSpXzwOvOejkdZSoMNGIiiOqPhmxVpwApSpzJpRwt', 'programmer': 'BHjUcZLJZGCgGskeWVyMvDNJXEVZeLzIIkcVFEXMdhbUYyNNVn', 'publish_app': 'hSirsFQrmPeXpvkrfbEuIykGCzUEmQwkgFiYwuXcczBfVTHbFeEkTPgIvmMOjlgeuFbdDXEHPxcTqPwzqHbkaLPYXwxqRzSdogQc'}}
2021-04-05 15:32:06:4236 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['该字段不能为空。']}
2021-04-05 15:32:06:4256 | test_05_projects line:57 test_add_project |INFO | 项目名称为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:06:4375 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:06:5873 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.flj8dMEfML7m_-x_zVyvisuG9nDifO3o870UgmfmbQE', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:06:5891 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目名称为纯空格字符_创建项目失败
2021-04-05 15:32:06:7497 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.flj8dMEfML7m_-x_zVyvisuG9nDifO3o870UgmfmbQE'}, 'json': {'name': '', 'leader': 'YcGefJDAQlHkBuAjyErLRYqnQHpjewVKQctOfGsPerlfNMPPaL', 'tester': 'tGiuRfMAeQyVeCEDbTnhgjFhBrxAuMlyDaoSQMdkUhWVAfWVPH', 'programmer': 'lHBxaQnDfgzFRmDhsbOHdeaIjvftodRZDbbxOmBuETZcSWdhBh', 'publish_app': 'DxeapFEFKibTIreWorViAWacnPpURopMhkoXLSrZtToDOrRHBDSJYJwvGoxMRHDBVZEwldXIJpEfvtfINIPZOnevCBSpamguOHEO'}}
2021-04-05 15:32:06:7806 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['该字段不能为空。']}
2021-04-05 15:32:06:7826 | test_05_projects line:57 test_add_project |INFO | 项目名称为纯空格字符_创建项目失败 测试案例执行通过！

2021-04-05 15:32:06:7956 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:06:9585 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.flj8dMEfML7m_-x_zVyvisuG9nDifO3o870UgmfmbQE', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:06:9595 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目名称长度>200_创建项目失败
2021-04-05 15:32:07:0323 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.flj8dMEfML7m_-x_zVyvisuG9nDifO3o870UgmfmbQE'}, 'json': {'name': 'GmUriiAaPBpmXBYjUvArLcoIauyUWambiHBzNBHkXiOFasNtJhvAsYgsyTNtAIFiOCVcCVtvcDPjcGhVorpHRtTUfJolpXFzgqaczMJYptjtmQSGPOHxaUyRAlIwnAKIioQuipzvVvWhnsNSNmevPkMGiAuVVdZboSzcJbrnEtQYxABUVOTBimphWcCdcBZydeIKYwgEd', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:32:07:0702 | basi_api line:23 send_http |INFO | 响应结果：{'name': ['请确保这个字段不能超过 200 个字符。']}
2021-04-05 15:32:07:0712 | test_05_projects line:57 test_add_project |INFO | 项目名称长度>200_创建项目失败 测试案例执行通过！

2021-04-05 15:32:07:0762 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:07:2280 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.flj8dMEfML7m_-x_zVyvisuG9nDifO3o870UgmfmbQE', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:07:2310 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人为空_创建项目失败
2021-04-05 15:32:07:3538 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMDksImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.flj8dMEfML7m_-x_zVyvisuG9nDifO3o870UgmfmbQE'}, 'json': {'name': 'qGCDr', 'leader': '', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:32:07:3917 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['该字段不能为空。']}
2021-04-05 15:32:07:3917 | test_05_projects line:57 test_add_project |INFO | 项目负责人为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:07:3967 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:07:5393 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fSjPmzdJDTkeePolZSxI4GaUg5aaoAyW3ybRXJosRsQ', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:07:5403 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人为纯空格字符_创建项目失败
2021-04-05 15:32:07:6680 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fSjPmzdJDTkeePolZSxI4GaUg5aaoAyW3ybRXJosRsQ'}, 'json': {'name': 'MPIVr', 'leader': '  ', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:32:07:7049 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['该字段不能为空。']}
2021-04-05 15:32:07:7059 | test_05_projects line:57 test_add_project |INFO | 项目负责人为纯空格字符_创建项目失败 测试案例执行通过！

2021-04-05 15:32:07:7099 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:07:8655 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fSjPmzdJDTkeePolZSxI4GaUg5aaoAyW3ybRXJosRsQ', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:07:8665 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目负责人长度>50_创建项目失败
2021-04-05 15:32:07:9562 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fSjPmzdJDTkeePolZSxI4GaUg5aaoAyW3ybRXJosRsQ'}, 'json': {'name': 'rSpKE', 'leader': 'vAtVBeNcGyUKxGoWDTSWjDqMNEHDmrfeQOeFnnAjauGRgIrkZeP', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:32:07:9971 | basi_api line:23 send_http |INFO | 响应结果：{'leader': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 15:32:07:9971 | test_05_projects line:57 test_add_project |INFO | 项目负责人长度>50_创建项目失败 测试案例执行通过！

2021-04-05 15:32:08:0021 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:08:1457 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fSjPmzdJDTkeePolZSxI4GaUg5aaoAyW3ybRXJosRsQ', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:08:1467 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员为空_创建项目失败
2021-04-05 15:32:08:2345 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTAsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fSjPmzdJDTkeePolZSxI4GaUg5aaoAyW3ybRXJosRsQ'}, 'json': {'name': 'iTpTp', 'leader': 'a', 'tester': '', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:32:08:2704 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['该字段不能为空。']}
2021-04-05 15:32:08:2714 | test_05_projects line:57 test_add_project |INFO | 项目测试人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:08:2764 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:08:4234 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fHI1jdLqOULyu_XciGjGLYZaQjQfP2xJjQKKvTHqeUE', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:08:4244 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员为空_创建项目失败
2021-04-05 15:32:08:5383 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fHI1jdLqOULyu_XciGjGLYZaQjQfP2xJjQKKvTHqeUE'}, 'json': {'name': 'ciHhc', 'leader': 'a', 'tester': '  ', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:32:08:5942 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['该字段不能为空。']}
2021-04-05 15:32:08:5951 | test_05_projects line:57 test_add_project |INFO | 项目测试人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:08:5991 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:08:7448 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fHI1jdLqOULyu_XciGjGLYZaQjQfP2xJjQKKvTHqeUE', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:08:7487 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：项目测试人员长度>50_创建项目失败
2021-04-05 15:32:08:8535 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fHI1jdLqOULyu_XciGjGLYZaQjQfP2xJjQKKvTHqeUE'}, 'json': {'name': 'AdDZV', 'leader': 'a', 'tester': 'WAdDHVmqlcYNWrXYRAlurMHasEHchLgxRroMQzJuEwdNcPtHlGc', 'programmer': 'c', 'publish_app': 'd'}}
2021-04-05 15:32:08:8875 | basi_api line:23 send_http |INFO | 响应结果：{'tester': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 15:32:08:8885 | test_05_projects line:57 test_add_project |INFO | 项目测试人员长度>50_创建项目失败 测试案例执行通过！

2021-04-05 15:32:08:8924 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:09:0422 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fHI1jdLqOULyu_XciGjGLYZaQjQfP2xJjQKKvTHqeUE', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:09:0432 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发人员为空_创建项目失败
2021-04-05 15:32:09:1559 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTEsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.fHI1jdLqOULyu_XciGjGLYZaQjQfP2xJjQKKvTHqeUE'}, 'json': {'name': 'zQxWX', 'leader': 'a', 'tester': 'b', 'programmer': '', 'publish_app': 'd'}}
2021-04-05 15:32:09:1918 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['该字段不能为空。']}
2021-04-05 15:32:09:1928 | test_05_projects line:57 test_add_project |INFO | 开发人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:09:1968 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:09:3424 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:09:3434 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发人员为空_创建项目失败
2021-04-05 15:32:09:4431 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk'}, 'json': {'name': 'KZKiV', 'leader': 'a', 'tester': 'b', 'programmer': '  ', 'publish_app': 'd'}}
2021-04-05 15:32:09:4860 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['该字段不能为空。']}
2021-04-05 15:32:09:4880 | test_05_projects line:57 test_add_project |INFO | 开发人员为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:09:4920 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:09:6460 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:09:6500 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：开发长度>50_创建项目失败
2021-04-05 15:32:09:7398 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk'}, 'json': {'name': 'KMgfJ', 'leader': 'a', 'tester': 'b', 'programmer': 'KGaKihxaDgvcGHjeFalghPRVWqXDjnGuEtYEShJNumNzYpdKfwsdxgOUbPvnLqDLzAsQXrgOVKBKBltSJmdkDYqhfPbhzeDaFzhRX', 'publish_app': 'd'}}
2021-04-05 15:32:09:7787 | basi_api line:23 send_http |INFO | 响应结果：{'programmer': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 15:32:09:7807 | test_05_projects line:57 test_add_project |INFO | 开发长度>50_创建项目失败 测试案例执行通过！

2021-04-05 15:32:09:7867 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:09:9409 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:09:9449 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：发布应用为空_创建项目失败
2021-04-05 15:32:10:0606 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk'}, 'json': {'name': 'BzpFl', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': ''}}
2021-04-05 15:32:10:0956 | basi_api line:23 send_http |INFO | 响应结果：{'publish_app': ['该字段不能为空。']}
2021-04-05 15:32:10:0965 | test_05_projects line:57 test_add_project |INFO | 发布应用为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:10:1015 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:10:2571 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:32:10:2610 | test_05_projects line:32 test_add_project |INFO | 开始执行测试案例：发布应用为空_创建项目失败
2021-04-05 15:32:10:3887 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTIsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.6lbc_gjGmnhHzukmV-qwWUCCbj3UR36d20brEJOaDnk'}, 'json': {'name': 'nXAni', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': '  '}}
2021-04-05 15:32:10:4147 | basi_api line:23 send_http |INFO | 响应结果：{'publish_app': ['该字段不能为空。']}
2021-04-05 15:32:10:4156 | test_05_projects line:57 test_add_project |INFO | 发布应用为空_创建项目失败 测试案例执行通过！

2021-04-05 15:32:10:4206 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:32:10:5702 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTQzMTMsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.onXJyWPRXJ-P4y8K-CgBq9FnWkG4mzWRamY7f3WHfi4', 'user_id': 91, 'username': 'Rachel'}
